shot_idx,shot_serial,shot_start_time,GlobalLatticeVariables2.UnloadLatticeDMD1Power,GlobalLatticeVariables2.NematicLatticeModulationXbarPhase,GlobalLatticeVariables2.CleanupBandInsulatorGradientCurrent,GlobalMotVariables2.MotRepumpExtAmplitudeCompressed,GlobalLatticeVariables2.LoadingGradientNorthwestInitialPower,GlobalLatticeVariables2.SecondDMD1RampPower,GlobalLatticeVariables2.LoadingGradientHighBiasEvaporationAccordionFinalPower,GlobalLatticeVariables2.LoadingGradientDimpleLoadingPower,GlobalLatticeVariables2.ThirdDMD1RampPower,GlobalLatticeVariables2.IsNematicLatticeModulation,GlobalLatticeVariables2.IsDMDLatticeModulation,GlobalLatticeVariables2.DMDModulationOffset,GlobalImagingVariables2.SpinBlowOutPulseDetuning,GlobalLatticeVariables2.LoadWithDmd1RampUpTime,LocalVariables.XbarFrequency,GlobalImagingVariables2.SpinBlowNorthwestPower,GlobalLatticeVariables2.PhysicsSplitXbarInitialPower,LocalVariables.ShotTypeID,GlobalImagingVariables2.SecondSpinBlowOutPulseOneHalfExtAmplitude,GlobalImagingVariables2.FourthSpinBlowOutPulseDetuning,GlobalLatticeVariables2.LatticeDMDPreQuenchHoldTime,GlobalLatticeVariables2.IsRoundTripReloading,GlobalLatticeVariables2.NematicLatticeModulationTime,LocalVariables.ScanID3,GlobalLatticeVariables2.Dmd1ModPattern,GlobalImagingVariables2.SpinBlowOutPulsePulseWidth,GlobalLatticeVariables2.FinalStateGradientCurrent,GlobalLatticeVariables2.BandGapMeasurementModulationFrequency,GlobalLatticeVariables2.LoadingGradientHighBiasEvaporationDimpleFinalPower,GlobalLatticeVariables2.LoadingGradientRadialLoadingField,GlobalImagingVariables2.SecondSpinBlowOutPulseDetuning,LocalVariables.ScanID5,GlobalLatticeVariables2.LatticeFreezeNorthwestPower,GlobalImagingVariables2.SecondSpinBlowOutPulseThreeHalvesExtAmplitude,GlobalImagingVariables2.ThirdSpinBlowOutPulseDetuning,GlobalLatticeVariables2.LatticeFreezeVerticalPower,GlobalScienceChamberEvaporationVariables2.AccordionCompressionDimplePower,GlobalImagingVariables2.SecondSpinBlowOutPulsePulseWidth,GlobalImagingVariables2.SecondSpinBlowShallowLatticeRampDelayTime,GlobalLatticeVariables2.ReloadLatticeRampTime,GlobalLatticeVariables2.NematicLatticeModulationPostHoldTime,GlobalLatticeVariables2.PhysicsSplitXbarRampTime,GlobalScienceChamberEvaporationVariables2.AllDipoleEvaporationRedSheetFinalPower,LocalVariables.DMDID,GlobalMotVariables2.MotExtAmplitudeCompressed,GlobalLatticeVariables2.DMDModulationFrequency,GlobalLatticeVariables2.NematicLatticeModulationFrequency,GlobalLatticeVariables2.CleanupBandInsulatorGradientRampTime,GlobalLatticeVariables2.DMDModulationPreHoldTime,GlobalPulseVariables2.LatticeMicrowaveDuration,GlobalLatticeVariables2.PhysicsSplitYInitialPower,GlobalLatticeVariables2.isUnloadReloadBI,GlobalLatticeVariables2.LoadingGradientLatticeHoldingTime,GlobalLatticeVariables2.FourthDMD0RampPower,GlobalLatticeVariables2.PhysicsSplitRadialLoadingField,GlobalLatticeVariables2.UnloadLatticeYPower,GlobalLatticeVariables2.PhysicsSplitFieldRampDelayTime,GlobalLatticeVariables2.CleanupBandInsulatorRampTime,LocalVariables.ScanID4,GlobalLatticeVariables2.UnloadLatticeRampTime,GlobalLatticeVariables2.LoadingGradientHighBiasEvaporationAccordionInitialPower,GlobalLatticeVariables2.isImageExpandedCheckerboard,GlobalMotVariables2.MotDetuningCompressed,GlobalPulseVariables2.LatticeMicrowaveFrequency,GlobalImagingVariables2.SecondSpinBlowShallowLatticeRampWaitTime,GlobalLatticeVariables2.SecondDMD1RampTime,GlobalLatticeVariables2.CleanupBandInsulatorWaitTime,GlobalLatticeVariables2.CleanupBandInsulatorAccordionPower,GlobalImagingVariables2.SecondSpinBlowOutPulseMagneticField,LocalVariables.ImagingBlowOutID,GlobalLatticeVariables2.DMDModulationAmplitude,GlobalLatticeVariables2.LoadWithDmd0InitialPower,GlobalLatticeVariables2.LatticeFreezePhysicsNorthwestPower,GlobalLatticeVariables2.ImagingLatticeFreezeTime,GlobalLatticeVariables2.Dmd1PatternFilename,GlobalLatticeVariables2.UnloadLatticeXPower,LocalVariables.ScanID2,GlobalLatticeVariables2.IsImageBIFormation,GlobalLatticeVariables2.CleanupBandInsulatorDmd1Power,GlobalLatticeVariables2.DMDModulationTime,GlobalLatticeVariables2.NematicLatticeModulationPreHoldTime,GlobalLatticeVariables2.LoadWithDmd1InitialPower,GlobalLatticeVariables2.LatticeFreezeRampTime,GlobalImagingVariables2.FifthSpinBlowOutPulseDetuning,GlobalLatticeVariables2.Dmd0SecondPatternFilename,LocalVariables.DMDID2
297,297,2025/10/09 01:39:47,0.0225,0.0,93.0,0.48,0.05,0.014,1.0,0.018000000000000002,0.0,0,0,0.0,605500000.0,0.005,773000000.0,1.5,0.174746,57.0,0.7,1010900000.0,0.0,0,0.03,0.0,0.0,9.999999999999999e-06,10.0,100000.0,0.035,550.0,766000000.0,0.0,1.3,0.0,1088300000.0,0.0,0.3,9.999999999999999e-06,-1.4999999999999999e-05,0.1,0.0,0.1,0.03,0.0,0.78,200.0,200.0,0.03,0.0,0.04,0.1634945,0,0.0,0.01125,590.0,0.007,0.0,0.2,0.0,0.01,2.5,0,-6000000.0,83506780.0,0.0,0.02,0.03,0.975,610.0,1.0,0.0,0.032,1.0,0.02,b'250924_dmd1_countersink_0.625_0.750_0.8_12.25_1_1.pkl',0.00025,0.875,0,0.0225,0.03,0.0,0.0225,2.9999999999999997e-05,620000000.0,b'251007_dmd0_iterative_compensation_pinning_4n.pkl',0.0
298,298,2025/10/09 01:40:04,0.0225,0.0,93.0,0.48,0.05,0.014,1.0,0.018000000000000002,0.0,0,0,0.0,450000000.0,0.005,773000000.0,1.5,0.174746,58.0,0.0,854000000.0,0.0,0,0.03,0.0,0.0,4.9999999999999996e-06,10.0,100000.0,0.035,550.0,300000000.0,0.0,1.3,0.0,932600000.0,0.0,0.3,9.999999999999999e-06,-1.4999999999999999e-05,0.1,0.0,0.1,0.03,0.0,0.78,200.0,200.0,0.03,0.0,0.001,0.1634945,0,0.0,0.01125,590.0,0.007,0.0,0.2,0.0,0.01,2.5,0,-6000000.0,228200000.0,0.0,0.02,0.03,0.975,500.0,0.0,0.0,0.032,1.0,0.02,b'250924_dmd1_countersink_0.625_0.750_0.8_12.25_1_1.pkl',0.00025,0.875,0,0.0225,0.03,0.0,0.0225,2.9999999999999997e-05,620000000.0,b'251007_dmd0_iterative_compensation_pinning_4p.pkl',0.0
299,299,2025/10/09 01:40:19,0.0225,0.0,93.0,0.48,0.05,0.014,1.0,0.018000000000000002,0.0,0,0,0.0,605500000.0,0.005,773000000.0,1.5,0.174746,59.0,0.7,1010900000.0,0.0,0,0.03,0.0,0.0,9.999999999999999e-06,10.0,100000.0,0.035,550.0,766000000.0,0.0,1.3,0.0,1088300000.0,0.0,0.3,9.999999999999999e-06,-1.4999999999999999e-05,0.1,0.0,0.1,0.03,0.0,0.78,200.0,200.0,0.03,0.0,0.04,0.1634945,0,0.0,0.01125,590.0,0.007,0.0,0.2,0.0,0.01,2.5,0,-6000000.0,83506780.0,0.0,0.02,0.03,0.975,610.0,1.0,0.0,0.032,1.0,0.02,b'250924_dmd1_countersink_0.625_0.750_0.8_12.25_1_1.pkl',0.00025,0.875,0,0.0225,0.03,0.0,0.0225,2.9999999999999997e-05,620000000.0,b'251007_dmd0_iterative_compensation_pinning_4p.pkl',0.0
300,300,2025/10/09 01:40:36,0.0225,0.0,93.0,0.48,0.05,0.014,1.0,0.018000000000000002,0.0,0,0,0.0,450000000.0,0.005,773000000.0,1.5,0.174746,60.0,0.0,854000000.0,0.0,0,0.03,0.0,0.0,4.9999999999999996e-06,10.0,100000.0,0.035,550.0,300000000.0,0.0,1.3,0.0,932600000.0,0.0,0.3,9.999999999999999e-06,-1.4999999999999999e-05,0.1,0.0,0.1,0.03,0.0,0.78,200.0,200.0,0.03,0.0,0.001,0.1634945,0,0.0,0.01125,590.0,0.007,0.0,0.2,0.0,0.01,2.5,0,-6000000.0,228200000.0,0.0,0.02,0.03,0.975,500.0,0.0,0.0,0.032,1.0,0.02,b'250924_dmd1_countersink_0.625_0.750_0.8_12.25_1_1.pkl',0.00025,0.875,0,0.0225,0.03,0.0,0.0225,2.9999999999999997e-05,620000000.0,b'251007_dmd0_iterative_compensation_pinning_6n.pkl',0.0
301,301,2025/10/09 01:40:51,0.0225,0.0,93.0,0.48,0.05,0.014,1.0,0.018000000000000002,0.0,0,0,0.0,605500000.0,0.005,773000000.0,1.5,0.174746,60.99999999999999,0.7,1010900000.0,0.0,0,0.03,0.0,0.0,9.999999999999999e-06,10.0,100000.0,0.035,550.0,766000000.0,0.0,1.3,0.0,1088300000.0,0.0,0.3,9.999999999999999e-06,-1.4999999999999999e-05,0.1,0.0,0.1,0.03,0.0,0.78,200.0,200.0,0.03,0.0,0.04,0.1634945,0,0.0,0.01125,590.0,0.007,0.0,0.2,0.0,0.01,2.5,0,-6000000.0,83506780.0,0.0,0.02,0.03,0.975,610.0,1.0,0.0,0.032,1.0,0.02,b'250924_dmd1_countersink_0.625_0.750_0.8_12.25_1_1.pkl',0.00025,0.875,0,0.0225,0.03,0.0,0.0225,2.9999999999999997e-05,620000000.0,b'251007_dmd0_iterative_compensation_pinning_6n.pkl',0.0
302,302,2025/10/09 01:41:07,0.0225,0.0,93.0,0.48,0.05,0.014,1.0,0.018000000000000002,0.0,0,0,0.0,450000000.0,0.005,773000000.0,1.5,0.174746,62.00000000000001,0.0,854000000.0,0.0,0,0.03,0.0,0.0,4.9999999999999996e-06,10.0,100000.0,0.035,550.0,300000000.0,0.0,1.3,0.0,932600000.0,0.0,0.3,9.999999999999999e-06,-1.4999999999999999e-05,0.1,0.0,0.1,0.03,0.0,0.78,200.0,200.0,0.03,0.0,0.001,0.1634945,0,0.0,0.01125,590.0,0.007,0.0,0.2,0.0,0.01,2.5,0,-6000000.0,228200000.0,0.0,0.02,0.03,0.975,500.0,0.0,0.0,0.032,1.0,0.02,b'250924_dmd1_countersink_0.625_0.750_0.8_12.25_1_1.pkl',0.00025,0.875,0,0.0225,0.03,0.0,0.0225,2.9999999999999997e-05,620000000.0,b'251007_dmd0_iterative_compensation_pinning_6p.pkl',0.0
303,303,2025/10/09 01:41:23,0.0225,0.0,93.0,0.48,0.05,0.014,1.0,0.018000000000000002,0.0,0,0,0.0,605500000.0,0.005,773000000.0,1.5,0.174746,63.0,0.7,1010900000.0,0.0,0,0.03,0.0,0.0,9.999999999999999e-06,10.0,100000.0,0.035,550.0,766000000.0,0.0,1.3,0.0,1088300000.0,0.0,0.3,9.999999999999999e-06,-1.4999999999999999e-05,0.1,0.0,0.1,0.03,0.0,0.78,200.0,200.0,0.03,0.0,0.04,0.1634945,0,0.0,0.01125,590.0,0.007,0.0,0.2,0.0,0.01,2.5,0,-6000000.0,83506780.0,0.0,0.02,0.03,0.975,610.0,1.0,0.0,0.032,1.0,0.02,b'250924_dmd1_countersink_0.625_0.750_0.8_12.25_1_1.pkl',0.00025,0.875,0,0.0225,0.03,0.0,0.0225,2.9999999999999997e-05,620000000.0,b'251007_dmd0_iterative_compensation_pinning_6p.pkl',0.0
304,304,2025/10/09 01:41:39,0.0225,0.0,93.0,0.48,0.05,0.014,1.0,0.018000000000000002,0.0,0,0,0.0,450000000.0,0.005,773000000.0,1.5,0.174746,64.0,0.0,854000000.0,0.0,0,0.03,0.0,0.0,4.9999999999999996e-06,10.0,100000.0,0.035,550.0,300000000.0,0.0,1.3,0.0,932600000.0,0.0,0.3,9.999999999999999e-06,-1.4999999999999999e-05,0.1,0.0,0.1,0.03,0.0,0.78,200.0,200.0,0.03,0.0,0.001,0.1634945,0,0.0,0.01125,590.0,0.007,0.0,0.2,0.0,0.01,2.5,0,-6000000.0,228200000.0,0.0,0.02,0.03,0.975,500.0,0.0,0.0,0.032,1.0,0.02,b'250924_dmd1_countersink_0.625_0.750_0.8_12.25_1_1.pkl',0.00025,0.875,0,0.0225,0.03,0.0,0.0225,2.9999999999999997e-05,620000000.0,b'251007_dmd0_iterative_compensation_pinning_8n.pkl',0.0
305,305,2025/10/09 01:41:55,0.0225,0.0,93.0,0.48,0.05,0.014,1.0,0.018000000000000002,0.0,0,0,0.0,605500000.0,0.005,773000000.0,1.5,0.174746,65.0,0.7,1010900000.0,0.0,0,0.03,0.0,0.0,9.999999999999999e-06,10.0,100000.0,0.035,550.0,766000000.0,0.0,1.3,0.0,1088300000.0,0.0,0.3,9.999999999999999e-06,-1.4999999999999999e-05,0.1,0.0,0.1,0.03,0.0,0.78,200.0,200.0,0.03,0.0,0.04,0.1634945,0,0.0,0.01125,590.0,0.007,0.0,0.2,0.0,0.01,2.5,0,-6000000.0,83506780.0,0.0,0.02,0.03,0.975,610.0,1.0,0.0,0.032,1.0,0.02,b'250924_dmd1_countersink_0.625_0.750_0.8_12.25_1_1.pkl',0.00025,0.875,0,0.0225,0.03,0.0,0.0225,2.9999999999999997e-05,620000000.0,b'251007_dmd0_iterative_compensation_pinning_8n.pkl',0.0
306,306,2025/10/09 01:42:11,0.0225,0.0,93.0,0.48,0.05,0.014,1.0,0.018000000000000002,0.0,0,0,0.0,450000000.0,0.005,773000000.0,1.5,0.174746,66.0,0.0,854000000.0,0.0,0,0.03,0.0,0.0,4.9999999999999996e-06,10.0,100000.0,0.035,550.0,300000000.0,0.0,1.3,0.0,932600000.0,0.0,0.3,9.999999999999999e-06,-1.4999999999999999e-05,0.1,0.0,0.1,0.03,0.0,0.78,200.0,200.0,0.03,0.0,0.001,0.1634945,0,0.0,0.01125,590.0,0.007,0.0,0.2,0.0,0.01,2.5,0,-6000000.0,228200000.0,0.0,0.02,0.03,0.975,500.0,0.0,0.0,0.032,1.0,0.02,b'250924_dmd1_countersink_0.625_0.750_0.8_12.25_1_1.pkl',0.00025,0.875,0,0.0225,0.03,0.0,0.0225,2.9999999999999997e-05,620000000.0,b'251007_dmd0_iterative_compensation_pinning_8p.pkl',0.0
307,307,2025/10/09 01:42:26,0.0225,0.0,93.0,0.48,0.05,0.014,1.0,0.018000000000000002,0.0,0,0,0.0,605500000.0,0.005,773000000.0,1.5,0.174746,67.0,0.7,1010900000.0,0.0,0,0.03,0.0,0.0,9.999999999999999e-06,10.0,100000.0,0.035,550.0,766000000.0,0.0,1.3,0.0,1088300000.0,0.0,0.3,9.999999999999999e-06,-1.4999999999999999e-05,0.1,0.0,0.1,0.03,0.0,0.78,200.0,200.0,0.03,0.0,0.04,0.1634945,0,0.0,0.01125,590.0,0.007,0.0,0.2,0.0,0.01,2.5,0,-6000000.0,83506780.0,0.0,0.02,0.03,0.975,610.0,1.0,0.0,0.032,1.0,0.02,b'250924_dmd1_countersink_0.625_0.750_0.8_12.25_1_1.pkl',0.00025,0.875,0,0.0225,0.03,0.0,0.0225,2.9999999999999997e-05,620000000.0,b'251007_dmd0_iterative_compensation_pinning_8p.pkl',0.0
308,308,2025/10/09 01:42:43,0.0225,0.0,93.0,0.48,0.05,0.014,1.0,0.018000000000000002,0.0,0,0,0.0,450000000.0,0.005,773000000.0,1.5,0.174746,68.0,0.0,854000000.0,0.0,0,0.03,0.0,0.0,4.9999999999999996e-06,10.0,100000.0,0.035,550.0,300000000.0,0.0,1.3,0.0,932600000.0,0.0,0.3,9.999999999999999e-06,-1.4999999999999999e-05,0.1,0.0,0.1,0.03,0.0,0.78,200.0,200.0,0.03,0.0,0.001,0.1634945,0,0.0,0.01125,590.0,0.007,0.0,0.2,0.0,0.01,2.5,0,-6000000.0,228200000.0,0.0,0.02,0.03,0.975,500.0,0.0,0.0,0.032,1.0,0.02,b'250924_dmd1_countersink_0.625_0.750_0.8_12.25_1_1.pkl',0.00025,0.875,0,0.0225,0.03,0.0,0.0225,2.9999999999999997e-05,620000000.0,b'251007_dmd0_iterative_compensation_pinning_10n.pkl',0.0
309,309,2025/10/09 01:42:58,0.0225,0.0,93.0,0.48,0.05,0.014,1.0,0.018000000000000002,0.0,0,0,0.0,605500000.0,0.005,773000000.0,1.5,0.174746,69.0,0.7,1010900000.0,0.0,0,0.03,0.0,0.0,9.999999999999999e-06,10.0,100000.0,0.035,550.0,766000000.0,0.0,1.3,0.0,1088300000.0,0.0,0.3,9.999999999999999e-06,-1.4999999999999999e-05,0.1,0.0,0.1,0.03,0.0,0.78,200.0,200.0,0.03,0.0,0.04,0.1634945,0,0.0,0.01125,590.0,0.007,0.0,0.2,0.0,0.01,2.5,0,-6000000.0,83506780.0,0.0,0.02,0.03,0.975,610.0,1.0,0.0,0.032,1.0,0.02,b'250924_dmd1_countersink_0.625_0.750_0.8_12.25_1_1.pkl',0.00025,0.875,0,0.0225,0.03,0.0,0.0225,2.9999999999999997e-05,620000000.0,b'251007_dmd0_iterative_compensation_pinning_10n.pkl',0.0
310,310,2025/10/09 01:43:15,0.0225,0.0,93.0,0.48,0.05,0.014,1.0,0.018000000000000002,0.0,0,0,0.0,450000000.0,0.005,773000000.0,1.5,0.174746,70.0,0.0,854000000.0,0.0,0,0.03,0.0,0.0,4.9999999999999996e-06,10.0,100000.0,0.035,550.0,300000000.0,0.0,1.3,0.0,932600000.0,0.0,0.3,9.999999999999999e-06,-1.4999999999999999e-05,0.1,0.0,0.1,0.03,0.0,0.78,200.0,200.0,0.03,0.0,0.001,0.1634945,0,0.0,0.01125,590.0,0.007,0.0,0.2,0.0,0.01,2.5,0,-6000000.0,228200000.0,0.0,0.02,0.03,0.975,500.0,0.0,0.0,0.032,1.0,0.02,b'250924_dmd1_countersink_0.625_0.750_0.8_12.25_1_1.pkl',0.00025,0.875,0,0.0225,0.03,0.0,0.0225,2.9999999999999997e-05,620000000.0,b'251007_dmd0_iterative_compensation_pinning_10p.pkl',0.0
311,311,2025/10/09 01:43:30,0.0225,0.0,93.0,0.48,0.05,0.014,1.0,0.018000000000000002,0.0,0,0,0.0,605500000.0,0.005,773000000.0,1.5,0.174746,71.0,0.7,1010900000.0,0.0,0,0.03,0.0,0.0,9.999999999999999e-06,10.0,100000.0,0.035,550.0,766000000.0,0.0,1.3,0.0,1088300000.0,0.0,0.3,9.999999999999999e-06,-1.4999999999999999e-05,0.1,0.0,0.1,0.03,0.0,0.78,200.0,200.0,0.03,0.0,0.04,0.1634945,0,0.0,0.01125,590.0,0.007,0.0,0.2,0.0,0.01,2.5,0,-6000000.0,83506780.0,0.0,0.02,0.03,0.975,610.0,1.0,0.0,0.032,1.0,0.02,b'250924_dmd1_countersink_0.625_0.750_0.8_12.25_1_1.pkl',0.00025,0.875,0,0.0225,0.03,0.0,0.0225,2.9999999999999997e-05,620000000.0,b'251007_dmd0_iterative_compensation_pinning_10p.pkl',0.0
312,312,2025/10/09 01:43:47,0.0225,0.0,93.0,0.48,0.05,0.014,1.0,0.018000000000000002,0.0,0,0,0.0,450000000.0,0.005,773000000.0,1.5,0.174746,72.0,0.0,854000000.0,0.0,0,0.03,0.0,0.0,4.9999999999999996e-06,10.0,100000.0,0.035,550.0,300000000.0,0.0,1.3,0.0,932600000.0,0.0,0.3,9.999999999999999e-06,-1.4999999999999999e-05,0.1,0.0,0.1,0.03,0.0,0.78,200.0,200.0,0.03,0.0,0.001,0.1634945,0,0.0,0.01125,590.0,0.007,0.0,0.2,0.0,0.01,2.5,0,-6000000.0,228200000.0,0.0,0.02,0.03,0.975,500.0,0.0,0.0,0.032,1.0,0.02,b'250924_dmd1_countersink_0.625_0.750_0.8_12.25_1_1.pkl',0.00025,0.875,0,0.0225,0.03,0.0,0.0225,2.9999999999999997e-05,620000000.0,b'251007_dmd0_iterative_compensation_pinning_12n.pkl',0.0
313,313,2025/10/09 01:44:02,0.0225,0.0,93.0,0.48,0.05,0.014,1.0,0.018000000000000002,0.0,0,0,0.0,605500000.0,0.005,773000000.0,1.5,0.174746,73.0,0.7,1010900000.0,0.0,0,0.03,0.0,0.0,9.999999999999999e-06,10.0,100000.0,0.035,550.0,766000000.0,0.0,1.3,0.0,1088300000.0,0.0,0.3,9.999999999999999e-06,-1.4999999999999999e-05,0.1,0.0,0.1,0.03,0.0,0.78,200.0,200.0,0.03,0.0,0.04,0.1634945,0,0.0,0.01125,590.0,0.007,0.0,0.2,0.0,0.01,2.5,0,-6000000.0,83506780.0,0.0,0.02,0.03,0.975,610.0,1.0,0.0,0.032,1.0,0.02,b'250924_dmd1_countersink_0.625_0.750_0.8_12.25_1_1.pkl',0.00025,0.875,0,0.0225,0.03,0.0,0.0225,2.9999999999999997e-05,620000000.0,b'251007_dmd0_iterative_compensation_pinning_12n.pkl',0.0
314,314,2025/10/09 01:44:18,0.0225,0.0,93.0,0.48,0.05,0.014,1.0,0.018000000000000002,0.0,0,0,0.0,450000000.0,0.005,773000000.0,1.5,0.174746,74.0,0.0,854000000.0,0.0,0,0.03,0.0,0.0,4.9999999999999996e-06,10.0,100000.0,0.035,550.0,300000000.0,0.0,1.3,0.0,932600000.0,0.0,0.3,9.999999999999999e-06,-1.4999999999999999e-05,0.1,0.0,0.1,0.03,0.0,0.78,200.0,200.0,0.03,0.0,0.001,0.1634945,0,0.0,0.01125,590.0,0.007,0.0,0.2,0.0,0.01,2.5,0,-6000000.0,228200000.0,0.0,0.02,0.03,0.975,500.0,0.0,0.0,0.032,1.0,0.02,b'250924_dmd1_countersink_0.625_0.750_0.8_12.25_1_1.pkl',0.00025,0.875,0,0.0225,0.03,0.0,0.0225,2.9999999999999997e-05,620000000.0,b'251007_dmd0_iterative_compensation_pinning_12p.pkl',0.0
315,315,2025/10/09 01:44:34,0.0225,0.0,93.0,0.48,0.05,0.014,1.0,0.018000000000000002,0.0,0,0,0.0,605500000.0,0.005,773000000.0,1.5,0.174746,75.0,0.7,1010900000.0,0.0,0,0.03,0.0,0.0,9.999999999999999e-06,10.0,100000.0,0.035,550.0,766000000.0,0.0,1.3,0.0,1088300000.0,0.0,0.3,9.999999999999999e-06,-1.4999999999999999e-05,0.1,0.0,0.1,0.03,0.0,0.78,200.0,200.0,0.03,0.0,0.04,0.1634945,0,0.0,0.01125,590.0,0.007,0.0,0.2,0.0,0.01,2.5,0,-6000000.0,83506780.0,0.0,0.02,0.03,0.975,610.0,1.0,0.0,0.032,1.0,0.02,b'250924_dmd1_countersink_0.625_0.750_0.8_12.25_1_1.pkl',0.00025,0.875,0,0.0225,0.03,0.0,0.0225,2.9999999999999997e-05,620000000.0,b'251007_dmd0_iterative_compensation_pinning_12p.pkl',0.0
316,316,2025/10/09 01:44:50,0.0225,0.0,93.0,0.48,0.05,0.014,1.0,0.018000000000000002,0.0,0,0,0.0,450000000.0,0.005,773000000.0,1.5,0.174746,76.0,0.0,854000000.0,0.0,0,0.03,0.0,0.0,4.9999999999999996e-06,10.0,100000.0,0.035,550.0,300000000.0,0.0,1.3,0.0,932600000.0,0.0,0.3,9.999999999999999e-06,-1.4999999999999999e-05,0.1,0.0,0.1,0.03,0.0,0.78,200.0,200.0,0.03,0.0,0.001,0.1634945,0,0.0,0.01125,590.0,0.007,0.0,0.2,0.0,0.01,2.5,0,-6000000.0,228200000.0,0.0,0.02,0.03,0.975,500.0,0.0,0.0,0.032,1.0,0.02,b'250924_dmd1_countersink_0.625_0.750_0.8_12.25_1_1.pkl',0.00025,0.875,0,0.0225,0.03,0.0,0.0225,2.9999999999999997e-05,620000000.0,b'251007_dmd0_iterative_compensation_pinning_16n.pkl',0.0
317,317,2025/10/09 01:45:06,0.0225,0.0,93.0,0.48,0.05,0.014,1.0,0.018000000000000002,0.0,0,0,0.0,605500000.0,0.005,773000000.0,1.5,0.174746,77.0,0.7,1010900000.0,0.0,0,0.03,0.0,0.0,9.999999999999999e-06,10.0,100000.0,0.035,550.0,766000000.0,0.0,1.3,0.0,1088300000.0,0.0,0.3,9.999999999999999e-06,-1.4999999999999999e-05,0.1,0.0,0.1,0.03,0.0,0.78,200.0,200.0,0.03,0.0,0.04,0.1634945,0,0.0,0.01125,590.0,0.007,0.0,0.2,0.0,0.01,2.5,0,-6000000.0,83506780.0,0.0,0.02,0.03,0.975,610.0,1.0,0.0,0.032,1.0,0.02,b'250924_dmd1_countersink_0.625_0.750_0.8_12.25_1_1.pkl',0.00025,0.875,0,0.0225,0.03,0.0,0.0225,2.9999999999999997e-05,620000000.0,b'251007_dmd0_iterative_compensation_pinning_16n.pkl',0.0
318,318,2025/10/09 01:45:22,0.0225,0.0,93.0,0.48,0.05,0.014,1.0,0.018000000000000002,0.0,0,0,0.0,450000000.0,0.005,773000000.0,1.5,0.174746,78.0,0.0,854000000.0,0.0,0,0.03,0.0,0.0,4.9999999999999996e-06,10.0,100000.0,0.035,550.0,300000000.0,0.0,1.3,0.0,932600000.0,0.0,0.3,9.999999999999999e-06,-1.4999999999999999e-05,0.1,0.0,0.1,0.03,0.0,0.78,200.0,200.0,0.03,0.0,0.001,0.1634945,0,0.0,0.01125,590.0,0.007,0.0,0.2,0.0,0.01,2.5,0,-6000000.0,228200000.0,0.0,0.02,0.03,0.975,500.0,0.0,0.0,0.032,1.0,0.02,b'250924_dmd1_countersink_0.625_0.750_0.8_12.25_1_1.pkl',0.00025,0.875,0,0.0225,0.03,0.0,0.0225,2.9999999999999997e-05,620000000.0,b'251007_dmd0_iterative_compensation_pinning_16p.pkl',0.0
319,319,2025/10/09 01:45:38,0.0225,0.0,93.0,0.48,0.05,0.014,1.0,0.018000000000000002,0.0,0,0,0.0,605500000.0,0.005,773000000.0,1.5,0.174746,79.0,0.7,1010900000.0,0.0,0,0.03,0.0,0.0,9.999999999999999e-06,10.0,100000.0,0.035,550.0,766000000.0,0.0,1.3,0.0,1088300000.0,0.0,0.3,9.999999999999999e-06,-1.4999999999999999e-05,0.1,0.0,0.1,0.03,0.0,0.78,200.0,200.0,0.03,0.0,0.04,0.1634945,0,0.0,0.01125,590.0,0.007,0.0,0.2,0.0,0.01,2.5,0,-6000000.0,83506780.0,0.0,0.02,0.03,0.975,610.0,1.0,0.0,0.032,1.0,0.02,b'250924_dmd1_countersink_0.625_0.750_0.8_12.25_1_1.pkl',0.00025,0.875,0,0.0225,0.03,0.0,0.0225,2.9999999999999997e-05,620000000.0,b'251007_dmd0_iterative_compensation_pinning_16p.pkl',0.0
320,320,2025/10/09 01:45:54,0.0225,0.0,93.0,0.48,0.05,0.014,1.0,0.018000000000000002,0.0,0,0,0.0,450000000.0,0.005,773000000.0,1.5,0.174746,80.0,0.0,854000000.0,0.0,0,0.03,0.0,0.0,4.9999999999999996e-06,10.0,100000.0,0.035,550.0,300000000.0,0.0,1.3,0.0,932600000.0,0.0,0.3,9.999999999999999e-06,-1.4999999999999999e-05,0.1,0.0,0.1,0.03,0.0,0.78,200.0,200.0,0.03,0.0,0.001,0.1634945,0,0.0,0.01125,590.0,0.007,0.0,0.2,0.0,0.01,2.5,0,-6000000.0,228200000.0,0.0,0.02,0.03,0.975,500.0,0.0,0.0,0.032,1.0,0.02,b'250924_dmd1_countersink_0.625_0.750_0.8_12.25_1_1.pkl',0.00025,0.875,0,0.0225,0.03,0.0,0.0225,2.9999999999999997e-05,620000000.0,b'251007_dmd0_iterative_compensation_pinning_20n.pkl',0.0
